"champ";"statut";"annee";"periode";"date du resultat";"ipe";code;code1;dep23;dep23_aut;nb23;ecart;dep23_val;per_comp;finess_comp;date_comp;temp_comp
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115406;8115406;3734.162;3734.15;5;-0.012;3734.15;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115429;8115429;3504.916;3504.92;4;0.002;3504.918;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115582;8115582;19343.912;19344;16;0.044;19343.956;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115599;8115599;10409.391;10289.7;15;-119.6935;10289.6975;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115613;8115613;5733.004;5733.21;23;0.103;5733.107;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115808;8115808;3235.468;3235.05;13;-0.418;3235.05;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115843;8115843;3524.744;3493.84;28;-31.0005;3493.7435;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8115872;8115872;5602.414;5602.44;4;0.013;5602.427;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119568;8119568;196.558;196.56;3;0.001;196.559;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119841;8119841;16913.606;15998.58;26;-915.031;15998.575;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119864;8119864;30764.606;30651.46;98;-150.1675;30614.4385;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119887;8119887;2645.119;2653.47;3;-9.3645;2635.7545;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119901;8119901;14148.597;13431.48;76;-729.024;13419.573;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119953;8119953;1573.691;1575.69;3;0.999;1574.69;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8119960;8119960;586.04;563.49;3;-22.55;563.49;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120034;8120034;124.77;124.78;1;0.005;124.775;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120057;8120057;1876.857;1876.86;3;0.0015;1876.8585;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120070;8120070;114772.115;107543.52;144;-7228.595;107543.52;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120815;8120815;572.849;573.9;2;0.5255;573.3745;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120821;8120821;7751.563;7599.39;43;-152.177;7599.386;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120838;8120838;2852.766;2814.93;9;-37.838;2814.928;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120850;8120850;1983.68;1768.98;2;-214.7;1768.98;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120873;8120873;677.098;677.1;3;0.001;677.099;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120896;8120896;42992.155;41822.48;56;-1169.675;41822.48;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8120979;8120979;755.643;700.92;22;-54.723;700.92;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8121683;8121683;30165.954;30095.24;266;-70.782;30095.172;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8121915;8121915;1163.979;1163.98;1;0.0005;1163.9795;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8121938;8121938;16583.461;16490.76;78;-92.7205;16490.7405;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8121967;8121967;7127.166;7127.82;63;0.327;7127.493;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8125267;8125267;17311.829;17330.28;44;8.8;17320.629;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8125280;8125280;3883.89;3883.92;24;0.015;3883.905;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8125379;8125379;17954.988;17955.06;102;0.036;17955.024;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8125391;8125391;2941.585;2941.64;26;0.0275;2941.6125;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126189;8126189;31676.07;32006.26;31;164.986;31841.056;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126290;8126290;10369.59;10390.45;35;10.43;10380.02;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126344;8126344;12997.715;12997.71;33;-0.0105;12997.7045;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126350;8126350;8054.047;8135.64;31;40.7965;8094.8435;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126373;8126373;13601.4;13601.4;30;0;13601.4;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126396;8126396;3816.01;3823.2;120;3.385;3819.395;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8126404;8126404;2706.776;2715.36;24;4.292;2711.068;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127154;8127154;645.244;637.2;20;-8.049;637.195;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127616;8127616;13993.405;13914.08;199;-79.8925;13913.5125;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127645;8127645;665.179;665.12;4;-0.0595;665.1195;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127668;8127668;11264.757;11260.01;181;-4.7635;11259.9935;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127680;8127680;4968.656;4796.4;28;-172.256;4796.4;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127697;8127697;152682.179;152663.4;918;-18.854;152663.325;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127728;8127728;28431.742;26935.81;197;-1495.932;26935.81;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127757;8127757;460.81;1173.83;7;356.51;817.32;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127763;8127763;6024.779;5912.1;90;-112.679;5912.1;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8127770;8127770;172.97;167.58;6;-5.39;167.58;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8128024;8128024;422;418;2;-4;418;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8130038;8130038;176.73;176.73;1;0;176.73;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8130972;8130972;4836;4836;4;0;4836;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131049;8131049;1400.609;1400.61;1;0.0005;1400.6095;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131055;8131055;685.979;685.98;1;0.0005;685.9795;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131061;8131061;748.619;748.68;6;0.0305;748.6495;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131210;8131210;1994.217;1994.16;8;-0.057;1994.16;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131256;8131256;760.25;746.83;1;-13.42;746.83;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131285;8131285;2022.85;2022.84;6;-0.02;2022.83;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131291;8131291;1208.998;1209;1;0.001;1208.999;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131316;8131316;12605.473;12605.49;9;0.0085;12605.4815;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131345;8131345;998.167;998.24;8;0.0365;998.2035;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131368;8131368;625.869;625.88;2;0.0055;625.8745;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131397;8131397;3708.525;3708.54;11;0.0075;3708.5325;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131434;8131434;8670.295;8762.3;10;46.0025;8716.2975;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8131440;8131440;4487.918;4381.15;5;-106.769;4381.149;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133692;8133692;38408.4;38835.16;52;213.38;38621.78;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133829;8133829;9543.181;9543.42;54;0.1195;9543.3005;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133887;8133887;2749.293;2741.97;11;-7.3765;2741.9165;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133893;8133893;746.55;746.55;3;0;746.55;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133901;8133901;7229.808;7254;6;12.096;7241.904;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133918;8133918;571563.992;571448.88;408;-129.241;571434.751;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133960;8133960;143903.452;145307.34;431;699.484;144602.936;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133976;8133976;8452.3;8640.18;46;93.94;8546.24;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133982;8133982;2408.46;2408.46;6;0;2408.46;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8133999;8133999;24236.55;24236.55;45;0;24236.55;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134013;8134013;12808.937;12828.14;13;-10.4085;12798.5285;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134036;8134036;19268.48;19268.48;44;0;19268.48;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134059;8134059;1748.814;1746.92;14;-1.957;1746.857;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134065;8134065;121794.774;122359.54;391;271.749;122066.523;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134071;8134071;2077.879;2057.94;3;-19.939;2057.94;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134088;8134088;349615.52;349615.77;399;0.125;349615.645;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8134177;8134177;1163.979;1163.98;1;0.0005;1163.9795;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8139329;8139329;773.4;773.4;1;0;773.4;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8139335;8139335;3093.56;3093.56;2;0;3093.56;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8140700;8140700;2492.608;2492.7;10;0.046;2492.654;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142432;8142432;10580.008;11422.23;29;421.111;11001.119;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142604;8142604;2262.788;2262.8;20;0.006;2262.794;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142797;8142797;6667.948;6667.95;5;0.001;6667.949;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142805;8142805;4954.38;4933.9;5;-20.48;4933.9;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142811;8142811;376.129;374.34;3;-1.799;374.33;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142828;8142828;3732.75;3732.75;15;0;3732.75;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142863;8142863;95.64;95.58;3;-0.06;95.58;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8142870;8142870;1689.41;1685.7;5;-3.71;1685.7;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8143087;8143087;538.04;530.19;3;-7.855;530.185;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8143621;8143621;4384.158;4384.16;4;0.001;4384.159;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144394;8144394;248.85;248.85;1;0;248.85;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144483;8144483;840.698;828.36;26;-12.338;828.36;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144589;8144589;5266.428;5074.08;24;-192.348;5074.08;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144603;8144603;1685.7;1685.7;5;0;1685.7;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144610;8144610;623.867;623.9;5;0.0165;623.8835;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144626;8144626;2743.918;2743.92;4;0.001;2743.919;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144655;8144655;437.919;437.92;1;0.0005;437.9195;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144661;8144661;1208.989;1209;1;0.0055;1208.9945;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144678;8144678;538.588;538.59;1;0.001;538.589;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144690;8144690;986.78;986.78;1;0;986.78;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144709;8144709;5334.357;5334.36;4;0.0015;5334.3585;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144738;8144738;187.832;187.83;1;-0.002;187.83;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144744;8144744;1994.088;1994.16;8;0.036;1994.124;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8144767;8144767;1132.489;1128.5;5;-3.9895;1128.4995;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8145086;8145086;2803.68;1879.74;59;-923.94;1879.74;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8146750;8146750;353.459;353.46;2;0.0005;353.4595;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8147665;8147665;6945.082;6945.12;106;0.019;6945.101;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8147671;8147671;21662.816;21662.85;55;0.017;21662.833;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8147702;8147702;18670.776;18659.18;106;-11.6465;18659.1295;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8147719;8147719;452.538;452.56;4;0.011;452.549;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149345;8149345;2701.103;2701.1;5;-0.0045;2701.0985;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149374;8149374;139.839;139.84;2;0.0005;139.8395;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149411;8149411;4186.151;4186.18;37;0.0145;4186.1655;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149428;8149428;1752.3;1752.3;55;0;1752.3;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149457;8149457;4723.92;4723.92;18;0;4723.92;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149463;8149463;2812.971;2828.7;18;7.8645;2820.8355;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149470;8149470;7707.42;7707.46;17;0.02;7707.44;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8149486;8149486;18584.441;18584.28;18;-0.161;18584.28;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8150160;8150160;8259.364;8259.68;8;0.153;8259.517;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8150182;8150182;2361.96;2361.96;9;0;2361.96;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8150199;8150199;1257.194;1257.2;8;0.003;1257.197;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8150207;8150207;3173.66;3173.66;7;0;3173.66;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8150213;8150213;509.76;509.76;16;0;509.76;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8151566;8151566;176.729;176.73;1;0.0005;176.7295;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8152057;8152057;393.399;353.46;2;-39.939;353.46;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8152382;8152382;2838.152;2838.15;5;-0.002;2838.15;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8152399;8152399;1480.745;1480.75;5;0.0025;1480.7475;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8152407;8152407;1778.95;1778.95;5;0;1778.95;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8171209;8171209;1412.011;1412.02;17;0.0045;1412.0155;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8171221;8171221;28653.235;28631.66;53;-21.589;28631.646;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8171474;8171474;1456.25;1456.25;5;0;1456.25;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8171511;8171511;2328.648;2206.61;7;-122.038;2206.61;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8173734;8173734;83.059;83.06;1;0.0005;83.0595;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8182644;8182644;557.549;540.22;1;-17.329;540.22;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8182667;8182667;324.04;315.23;1;-8.81;315.23;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8185163;8185163;4730.797;4730.8;4;0.0015;4730.7985;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8186330;8186330;65.69;65.69;1;0;65.69;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8187096;8187096;832.49;832.49;1;0;832.49;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8187104;8187104;29637.539;35519.78;58;2941.1005;32578.6395;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8187110;8187110;26287.206;25875.54;58;-411.6865;25875.5195;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 13:06:04";="620000026";8187133;8187133;3578.989;3569.04;8;-9.949;3569.04;2023.7;X620000026;29AUG23;13:05:03
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3102095;3102095;873.75;873.75;3;0;873.75;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3105573;3105573;15666.38;15666.38;29;0;15666.38;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3107164;3107164;422;422;1;0;422;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3113762;3113762;1245.9;1245.9;15;0;1245.9;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3122778;3122778;2160.88;2160.88;4;0;2160.88;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3127280;3127280;332.24;332.24;4;0;332.24;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3129007;3129007;166.12;166.12;2;0;166.12;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3130217;3130217;2491.8;2491.8;30;0;2491.8;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3130720;3130720;633;633;1;0;633;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3134037;3134037;9183.74;9183.74;17;0;9183.74;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3137596;3137596;300;300;1;0;300;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3144047;3144047;844;844;1;0;844;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3186270;3186270;581.42;581.42;7;0;581.42;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3194186;3194186;166.12;166.12;2;0;166.12;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3211625;3211625;1920.87;1707.44;7;-213.43;1707.44;2023.7;X620025346;29AUG23;14:24:34
"mco";"dgf";"2023";"7";"2023/08/29 14:25:36";="620025346";3369125;3369125;2044.8;2044.8;3;0;2044.8;2023.7;X620025346;29AUG23;14:24:34
